PHONE|TYPE|IN_OUT|LOCAL|DURATION|DATE|TIME|ROAMING|AMOUNT|IN_NETWORK|IS_PROMO|TOLL_FREE|BYTES|TYPE
3308912813|3302821107|SA|LOC|1|20130220|085653|NRM|4.16|0|0|N||VOICE
6664926307|6642908684|SA|LOC|2|20130220|232208|NRM|5.2|0|1|N||VOICE
9227454774|9293810007|SA|LOC|6|20130220|222612|NRM|17.88|0|1|N||VOICE
8769405379|8762182252|SA|LOC|2|20130220|105231|NRM|0|2|1|N||VOICE
4332141110|4332144572|SA|LOC|2|20130220|190643|NRM|2.38|0|1|N||VOICE
6622599976|6652428798|SA|LOC|5|20130220|202213|NRM|0|5|1|N||VOICE
5632183299|5632505899|SA|NAC|2|20130220|134715|NAC|11.74|0|1|N||VOICE
9792903477|9790157993|SA|LOC|35|20130220|222125|NRM|22.88|0|1|N||VOICE
8882187969|8882179693|SA|LOC|2|20130220|220603|NRM|0|2|1|N||VOICE
5543332167|5543474972|SA|LOC|5|20130220|012919|NRM|0|5|1|N||VOICE
0723955632|0727191046|SA|LOC|1|20130220|130007|NRM|0|1|1|N||VOICE
4422284700|4423800676|SA|LOC|1|20130220|020359|NRM|1.19|0|1|N||VOICE
7982404092|7982719783|SA|LOC|5|20130220|214425|NRM|0|5|1|N||VOICE
4421325302|4444811400|SA|LOC|1|20130220|181950|NRM|0|1|1|N||VOICE
5642322100|5642497772|SA|LOC|1|20130220|000549|NRM|1.19|0|1|N||VOICE
5544533596|5542433870|SA|LOC|2|20130220|175608|NRM|0|2|1|N||VOICE
8333355646|8334042312|SA|LOC|5|20130220|210812|NRM|0|5|1|N||VOICE
6630642117|6646698664|SA|LOC|1|20130220|211209|NRM|1.19|0|1|N||VOICE
6623418605|6645502166|SA|LOC|2|20130220|223122|NRM|1.96|0|1|N||VOICE
7622127560|7622154660|SA|LOC|1|20130220|141149|NRM|.94|0|1|N||VOICE
6643504780|6629276467|SA|LOC|5|20130220|114119|NRM|0|5|1|N||VOICE
0292141486|22231098|SA|LOC|0|20130220|102536|NRM|0|0|0|N||SMS
8732116894|8335288571|SA|LOC|0|20130220|151057|NRM|.88|0|1|N||SMS
0003814163|0002240948|SA|LOC|0|20130220|010019|NRM|0|0|1|N||SMS
0482158722|0623123345|SA|LOC|0|20130220|104313|NRM|.88|0|0|N||SMS
0352337695|0352214927|SA|LOC|0|20130220|111924|NRM|.88|0|1|N||SMS
0762188094|0767601950|SA|LOC|0|20130220|110058|NRM|0|0|1|N||SMS
0099085499|0093156408|SA|LOC|0|20130220|070119|NRM|0|0|1|N||SMS
6642231858|6672104164|SA|LOC|1|20130220|134355|NRM|.98|0|1|N||VOICE
8646495748|8642182932|SA|LOC|0|20130220|131701|NRM|.88|0|1|N||SMS
5542147779|5542422361|SA|LOC|0|20130220|215941|NRM|.88|0|1|N||SMS
5542402938|5544893886|SA|LOC|0|20130220|221808|NRM|.88|0|1|N||SMS
5522299798|5522267090|SA|LOC|0|20130220|182439|NRM|0|0|1|N||SMS
5032483018|5039037208|SA|LOC|0|20130220|210323|NRM|0|0|1|N||SMS
0622143306|0623285171|SA|LOC|0|20130220|143257|NRM|.88|0|1|N||SMS
0642279241|0642379682|SA|LOC|0|20130220|140601|NRM|0|0|1|N||SMS
8942357694|8942357693|SA|LOC|0|20130220|154219|NRM|0|0|0|N||SMS
8936399387|internet.ioperator.com|SA|LOC|0|20130220|103228|NRM|4.1|0|0|N|4288512|INTERNET
4426378004|internet.ioperator.com|SA|LOC|0|20130220|145749|NRM|.03|0|0|N|35840|INTERNET
6649957974|internet.ioperator.com|SA|LOC|0|20130220|151232|NRM|.01|0|0|N|13312|INTERNET
0822644808|internet.ioperator.com|SA|LOC|0|20130220|141807|NRM|4.96|0|0|N|5189632|INTERNET
8552868108|internet.ioperator.com|SA|LOC|0|20130220|133258|NRM|0|0|0|N|5120|INTERNET
3492618682|internet.ioperator.com|SA|LOC|0|20130220|151254|NRM|0|0|0|N|4096|INTERNET
9443403825|internet.ioperator.com|SA|LOC|0|20130220|220844|NRM|0|0|0|N|2048|INTERNET
7676652602|wap.ioperator.com|SA|LOC|0|20130220|221029|NRM|0|0|0|N|0|INTERNET
6647093478|internet.ioperator.com|SA|LOC|0|20130220|205842|NRM|.15|0|0|N|161792|INTERNET
7822107874|internet.ioperator.com|SA|LOC|0|20130220|220712|NRM|.21|0|0|N|222208|INTERNET
0492473785|internet.ioperator.com|SA|LOC|0|20130220|222310|NRM|0|0|0|N|0|INTERNET
0202220243|internet.ioperator.com|SA|LOC|0|20130220|213913|NRM|18.3|0|0|N|19131392|INTERNET
6650353141|internet.ioperator.com|SA|LOC|0|20130220|234825|NRM|0|0|0|N|6144|INTERNET
6062267766|internet.ioperator.com|SA|LOC|0|20130220|232215|NRM|.47|0|0|N|488448|INTERNET
9444523968|internet.ioperator.com|SA|LOC|0|20130220|230334|NRM|.14|0|0|N|154624|INTERNET
0952772386|internet.ioperator.com|SA|LOC|0|20130220|213124|NRM|.02|0|0|N|24576|INTERNET
0322451786|internet.ioperator.com|SA|LOC|0|20130220|233405|NRM|0|0|0|N|54272|INTERNET
6633316260|internet.ioperator.com|SA|LOC|0|20130220|151030|NRM|.03|0|0|N|28672|INTERNET
6648469372|internet.ioperator.com|SA|LOC|0|20130220|145843|NRM|0|0|0|N|0|INTERNET
6646101774|internet.ioperator.com|SA|LOC|0|20130220|150649|NRM|0|0|0|N|0|INTERNET
3822155121|internet.ioperator.com|SA|LOC|0|20130220|133300|NRM|0|0|0|N|625664|INTERNET
6645943366|internet.ioperator.com|SA|LOC|0|20130220|151023|NRM|0|0|0|N|4096|INTERNET
5532415425|wap.ioperator.com|SA|LOC|0|20130220|144551|NRM|.04|0|0|N|51200|INTERNET
0942142113|internet.ioperator.com|SA|LOC|0|20130220|221931|NRM|0|0|0|N|0|INTERNET
5858490341|internet.ioperator.com|SA|LOC|0|20130220|221701|NRM|0|0|0|N|1024|INTERNET
4424408758|internet.ioperator.com|SA|LOC|0|20130220|220440|NRM|.14|0|0|N|148480|INTERNET
6662949097|internet.ioperator.com|SA|LOC|0|20130220|220758|NRM|.36|0|0|N|378880|INTERNET
3332020212|internet.ioperator.com|SA|LOC|0|20130220|221313|NRM|0|0|0|N|0|INTERNET
7672787003|internet.ioperator.com|SA|LOC|0|20130220|221928|NRM|0|0|0|N|4096|INTERNET
6639096514|internet.ioperator.com|SA|LOC|0|20130220|220804|NRM|.06|0|0|N|71680|INTERNET
4232135815|internet.ioperator.com|SA|LOC|0|20130220|221826|NRM|.03|0|0|N|36864|INTERNET
8582712740|internet.ioperator.com|SA|LOC|0|20130220|233603|NRM|.87|0|0|N|910336|INTERNET
8672210225|internet.ioperator.com|SA|LOC|0|20130220|210147|NRM|.05|0|0|N|53248|INTERNET
7973521830|internet.ioperator.com|SA|LOC|0|20130220|210220|NRM|.65|0|0|N|721920|INTERNET
0623788180|internet.ioperator.com|SA|LOC|0|20130220|195211|NRM|0|0|0|N|0|INTERNET
7783135366|internet.ioperator.com|SA|LOC|0|20130220|234412|NRM|0|0|0|N|3072|INTERNET
3335482452|internet.ioperator.com|SA|LOC|0|20130220|211022|NRM|.42|0|0|N|22528|INTERNET
8336051349|internet.ioperator.com|SA|LOC|0|20130220|232424|NRM|.05|0|0|N|62464|INTERNET
3335670597|internet.ioperator.com|SA|LOC|0|20130220|235024|NRM|0|0|0|N|0|INTERNET
0942171265|internet.ioperator.com|SA|LOC|0|20130220|235031|NRM|0|0|0|N|0|INTERNET
0043602033|internet.ioperator.com|SA|LOC|0|20130220|220056|NRM|.07|0|0|N|81920|INTERNET
6639643067|internet.ioperator.com|SA|LOC|0|20130220|222102|NRM|0|0|0|N|6144|INTERNET
4429438553|internet.ioperator.com|SA|LOC|0|20130220|222542|NRM|0|0|0|N|5120|INTERNET
0080846253|internet.ioperator.com|SA|LOC|0|20130220|221837|NRM|0|0|0|N|0|INTERNET
9444137469|internet.ioperator.com|SA|LOC|0|20130220|221919|NRM|0|0|0|N|73728|INTERNET
4449569952|internet.ioperator.com|SA|LOC|0|20130220|222112|3|0|0|0|N|0|INTERNET
5503743728|internet.ioperator.com|SA|LOC|0|20130220|163517|NRM|0|0|0|N|0|INTERNET
6634431966|internet.ioperator.com|SA|LOC|0|20130220|163527|NRM|.05|0|0|N|54272|INTERNET
5797970942|internet.ioperator.com|SA|LOC|0|20130220|162606|NRM|0|0|0|N|0|INTERNET
4622191151|internet.ioperator.com|SA|LOC|0|20130220|162613|NRM|.02|0|0|N|29696|INTERNET
9226124056|internet.ioperator.com|SA|LOC|0|20130220|163618|NRM|.13|0|0|N|7168|INTERNET
6062312159|internet.ioperator.com|SA|LOC|0|20130220|205231|NRM|.02|0|0|N|25600|INTERNET
5692216163|internet.ioperator.com|SA|LOC|0|20130220|211449|NRM|0|0|0|N|0|INTERNET
0652497935|internet.ioperator.com|SA|LOC|0|20130220|211451|NRM|0|0|0|N|0|INTERNET
0722204502|internet.ioperator.com|SA|LOC|0|20130220|193950|NRM|.21|0|0|N|222208|INTERNET
0093272503|internet.ioperator.com|SA|LOC|0|20130220|211456|NRM|0|0|0|N|0|INTERNET
7783103753|internet.ioperator.com|SA|LOC|0|20130220|200543|NRM|0|0|0|N|0|INTERNET
0352283648|internet.ioperator.com|SA|LOC|0|20130220|213716|NRM|0|0|0|N|0|INTERNET
6627646063|internet.ioperator.com|SA|LOC|0|20130220|204015|NRM|0|0|0|N|5120|INTERNET
6633539233|internet.ioperator.com|SA|LOC|0|20130220|195750|NRM|0|0|0|N|2048|INTERNET
8972154978|internet.ioperator.com|SA|LOC|0|20130220|194516|NRM|0|0|0|N|0|INTERNET
0002547938|internet.ioperator.com|SA|LOC|0|20130220|193904|NRM|0|0|0|N|0|INTERNET
0838389735|internet.ioperator.com|SA|LOC|0|20130220|210832|NRM|0|0|0|N|5120|INTERNET
9454115459|internet.ioperator.com|SA|LOC|0|20130220|234653|NRM|0|0|0|N|0|INTERNET
9220802237|internet.ioperator.com|SA|LOC|0|20130220|234437|NRM|.25|0|0|N|265216|INTERNET
3492118233|internet.ioperator.com|SA|LOC|0|20130220|234653|NRM|0|0|0|N|3072|INTERNET
5532208013|internet.ioperator.com|SA|LOC|0|20130220|234659|NRM|0|0|0|N|0|INTERNET
5533743490|internet.ioperator.com|SA|LOC|0|20130220|234701|NRM|0|0|0|N|1024|INTERNET
8472161442|internet.ioperator.com|SA|LOC|0|20130220|221126|NRM|0|0|0|N|5120|INTERNET
3302563566|internet.ioperator.com|SA|LOC|0|20130220|224013|NRM|0|0|0|N|53248|INTERNET
8442267514|internet.ioperator.com|SA|LOC|0|20130220|221600|NRM|0|0|0|N|250880|INTERNET
7362164418|wap.ioperator.com|SA|LOC|0|20130220|223121|NRM|0|0|0|N|15360|INTERNET
6641715882|6629282468|SA|LOC|0|20130220|175633|NRM|0|0|1|N||SMS
0722021839|0722178961|SA|LOC|0|20130220|212334|NRM|0|0|1|N||SMS
6636875825|0272128598|SA|LOC|0|20130220|220147|NRM|.88|0|1|N||SMS
0008575691|0000693696|SA|LOC|0|20130220|181017|NRM|.88|0|1|N||SMS
0042311346|0252221045|SA|LOC|0|20130220|183901|NRM|0|0|1|N||SMS
8872211368|8872163279|SA|LOC|0|20130220|170724|NRM|.88|0|1|N||SMS
3332038917|3334512798|SA|LOC|0|20130220|153820|NRM|.88|0|1|N||SMS
0004390089|0000212692|SA|LOC|0|20130220|112615|NRM|.88|0|1|N||SMS
0728197193|0722554926|SA|LOC|0|20130220|170654|NRM|.88|0|1|N||SMS
0753936291|0732572523|SA|LOC|0|20130220|201738|NRM|.88|0|1|N||SMS
6651243132|6633316841|SA|LOC|5|20130220|094233|NRM|0|5|1|N||VOICE
7783372162|7262171463|SA|NAC|3|20130220|121344|NRM|0|3|1|N||VOICE
9442501893|9442713200|SA|LOC|3|20130220|151717|NRM|3.57|0|1|N||VOICE
4424483664|4446077004|SA|LOC|5|20130220|235624|NRM|0|5|1|N||VOICE
4421523853|0332313389|SA|LOC|2|20130220|142503|NAC|7.96|0|1|N||VOICE
9221478117|9227459151|SA|LOC|1|20130220|184917|NRM|0|1|1|N||VOICE
9442572179|9443784519|SA|LOC|1|20130220|185827|NRM|1.19|0|1|N||VOICE
0044124621|0252109046|SA|LOC|0|20130220|071001|NRM|.88|0|1|N||SMS
6662676780|6644594510|SA|LOC|0|20130220|134024|NRM|.88|0|0|N||SMS
8242142393|8332768667|SA|LOC|0|20130220|074926|NRM|.88|0|0|N||SMS
8502128844|8502151672|SA|LOC|0|20130220|075107|NRM|0|0|1|N||SMS
8334257716|8332567244|SA|LOC|0|20130220|132538|NRM|0|0|1|N||SMS
5472187630|5543201316|SA|LOC|0|20130220|193222|NRM|0|0|1|N||SMS
8822341785|8828164273|SA|LOC|0|20130220|214758|NRM|.88|0|1|N||SMS
8532181526|8532143945|SA|LOC|0|20130220|071507|NRM|.88|0|1|N||SMS
5472187630|5543201316|SA|LOC|0|20130220|194246|NRM|0|0|1|N||SMS
4425437475|4424642253|SA|LOC|0|20130220|193240|NRM|.88|0|1|N||SMS
3390805622|3442198037|SA|LOC|0|20130220|081127|NRM|.88|0|1|N||SMS
6634405172|6656113330|SA|LOC|0|20130220|140643|NRM|.88|0|1|N||SMS
8334694706|8335066859|SA|LOC|0|20130220|214834|NRM|.88|0|1|N||SMS
3572327766|8502175323|SA|LOC|0|20130220|075210|NRM|.88|0|1|N||SMS
5523763676|5522275615|SA|LOC|0|20130220|194347|NRM|.88|0|1|N||SMS
8502128844|8502151672|SA|LOC|0|20130220|080259|NRM|0|0|1|N||SMS
5982187805|5982159040|SA|LOC|0|20130220|132649|NRM|0|0|1|N||SMS
8334694706|8335066859|SA|LOC|0|20130220|221241|NRM|.88|0|1|N||SMS
8335845201|8334676933|SA|LOC|0|20130220|133357|NRM|.88|0|1|N||SMS
4892181950|4892181937|SA|LOC|2|20130220|141447|NRM|0|2|1|N||VOICE
0656518734|0652101884|SA|LOC|3|20130220|065439|NRM|8.94|0|0|N||VOICE
3336242333|3334942092|SA|LOC|1|20130220|064101|NRM|2.6|0|1|N||VOICE
6648292691|6633519652|SA|LOC|3|20130220|111555|NRM|3.57|0|1|N||VOICE
7585349717|7482227955|SA|NAC|2|20130220|200936|NRM|1.96|0|1|N||VOICE
4232555829|4232135088|SA|LOC|1|20130220|235735|NRM|0|1|1|N||VOICE
7552523510|7552566788|SA|LOC|1|20130220|202503|NRM|4.16|0|1|N||VOICE
3522112605|3525312321|SA|LOC|1|20130220|200647|NRM|.98|0|1|N||VOICE
7734478780|7732070216|SA|LOC|2|20130220|120243|NRM|1.96|0|1|N||VOICE
4442066996|4282120812|SA|NAC|4|20130220|230028|NRM|0|4|1|N||VOICE
3335920290|3337913810|SA|LOC|1|20130220|165406|NRM|0|1|1|N||VOICE
3962212909|3962112789|SA|LOC|5|20130220|231816|NRM|0|5|1|N||VOICE
5472152137|5472189506|SA|LOC|2|20130220|183646|NRM|3.96|0|1|N||VOICE
3303335096|3302889446|SA|LOC|1|20130220|122831|NRM|2.98|0|1|N||VOICE
3302359737|3303520711|SA|LOC|1|20130220|124529|NRM|1.19|0|1|N||VOICE
0492161139|0492454421|SA|LOC|11|20130220|225005|NRM|28.6|0|1|N||VOICE
7754524222|7754505926|SA|LOC|1|20130220|125957|NRM|1.14|0|1|N||VOICE
6648169018|6623409145|SA|LOC|1|20130220|193356|NRM|0|1|1|N||VOICE
6671703681|6650384117|SA|LOC|0|20130220|130417|NRM|0|0|1|N||SMS
0002086807|0002546226|SA|LOC|0|20130220|234124|NRM|.88|0|1|N||SMS
6647695326|6651179491|SA|LOC|0|20130220|171154|NRM|.88|0|1|N||SMS
0652193310|22206594|SA|LOC|0|20130220|230150|NRM|0|0|0|N||SMS
0002832234|0002080334|SA|LOC|0|20130220|230130|NRM|.88|0|1|N||SMS
0002278988|3302886372|SA|LOC|0|20130220|234753|NRM|.88|0|1|N||SMS
3302216393|3300203819|SA|LOC|0|20130220|232423|NRM|0|0|1|N||SMS
3502115526|3502215080|SA|LOC|0|20130220|200143|NRM|.88|0|1|N||SMS
0043262927|0252206209|SA|LOC|0|20130220|184354|NRM|0|0|1|N||SMS
0822434396|222661211|SA|LOC|0|20130220|182551|NRM|0|0|0|N||SMS
8823167285|8868672167|SA|LOC|0|20130220|084011|NRM|0|0|1|N||SMS
8332165849|8334850582|SA|LOC|0|20130220|080055|NRM|.88|0|1|N||SMS
6651874732|6648107909|SA|LOC|0|20130220|084502|NRM|0|0|1|N||SMS
0432292042|0043276317|SA|LOC|0|20130220|192225|NRM|.88|0|1|N||SMS
5544013404|5544727159|SA|LOC|9|20130220|195826|NRM|37.44|0|0|N||VOICE
7792172548|7792242718|SA|LOC|1|20130220|125538|NRM|0|1|1|N||VOICE
4423599617|4440600470|SA|LOC|7|20130220|200709|NRM|8.33|0|1|N||VOICE
7734365263|7733991922|SA|NAC|3|20130220|192033|NAC|0|3|1|N||VOICE
8822892270|8828056675|SA|LOC|5|20130220|145954|NRM|0|5|1|N||VOICE
6634313786|6655753150|SA|LOC|5|20130220|175303|NRM|0|5|1|N||VOICE
8822100594|8822917820|SA|LOC|0|20130220|193800|NRM|0|0|1|N||SMS
0003767083|22231096|SA|LOC|0|20130220|215823|NRM|0|0|0|N||SMS
6660571470|0442444358|SA|LOC|0|20130220|123237|NRM|.88|0|1|N||SMS
8822234366|8862244009|SA|LOC|0|20130220|121430|NRM|0|0|1|N||SMS
0792257427|22231096|SA|LOC|0|20130220|213913|NRM|0|0|0|N||SMS
6634474026|6622320489|SA|LOC|0|20130220|115602|NRM|.88|0|0|N||SMS
8452320337|8452262098|SA|LOC|0|20130220|120530|NRM|.88|0|1|N||SMS
9559808217|9557105159|SA|LOC|4|20130220|095007|NRM|0|4|1|N||VOICE
5632222668|5636308195|SA|LOC|1|20130220|104946|NRM|1.19|0|1|N||VOICE
4284995089|4284922238|SA|LOC|3|20130220|104819|NRM|5.94|0|0|N||VOICE
3852146126|3303698698|SA|NAC|1|20130220|140531|NRM|.98|0|0|N||VOICE
5542908432|5544348410|SA|LOC|2|20130220|224142|NRM|5.2|0|0|N||VOICE
5632682225|5632621774|SA|LOC|1|20130220|223744|NRM|2.6|0|0|N||VOICE
8828127152|7402477959|SA|LOC|0|20130220|152412|NRM|0|0|1|N||SMS
3962101337|3302568578|SA|LOC|0|20130220|235032|NRM|0|0|1|N||SMS
6656382613|5797908964|SA|LOC|0|20130220|164035|NRM|0|0|1|N||SMS
8883458073|8882745863|SA|LOC|0|20130220|140811|NRM|0|0|1|N||SMS
8692149381|8692112722|SA|LOC|0|20130220|195023|NRM|0|0|1|N||SMS
6633294615|9294896461|SA|LOC|0|20130220|140658|NRM|.88|0|0|N||SMS
6641576571|6659947723|SA|LOC|0|20130220|010522|NRM|0|0|1|N||SMS
8082174089|22237340|SA|LOC|0|20130220|141347|NRM|.31|0|0|N||SMS
6627970742|6659177009|SA|LOC|0|20130220|213259|NRM|0|0|1|N||SMS
0642304237|0642279219|SA|LOC|0|20130220|121715|NRM|0|0|1|N||SMS
0043216895|0252346877|SA|LOC|0|20130220|211705|NRM|.88|0|1|N||SMS
6629445991|8232869713|SA|LOC|0|20130220|210737|NRM|0|0|1|N||SMS
6671752869|7573196088|SA|LOC|0|20130220|072306|NRM|.88|0|0|N||SMS
6624750440|8262385234|SA|LOC|0|20130220|173332|NRM|0|0|1|N||SMS
6652025236|6633626696|SA|LOC|0|20130220|114349|NRM|.88|0|1|N||SMS
8232786330|8232667292|SA|LOC|0|20130220|144313|NRM|0|0|1|N||SMS
6620230827|6628560272|SA|LOC|0|20130220|145323|NRM|.88|0|0|N||SMS
6640220913|6645340778|SA|LOC|0|20130220|102316|NRM|0|0|1|N||SMS
3932125750|22231097|SA|LOC|0|20130220|204818|NRM|0|0|0|N||SMS
8942227714|22231090|SA|LOC|0|20130220|130234|NRM|0|0|0|N||SMS
3522208359|3522426183|SA|LOC|0|20130220|221612|NRM|.88|0|1|N||SMS
8336208061|8332889363|SA|LOC|0|20130220|185521|NRM|.88|0|0|N||SMS
8822927727|22237340|SA|LOC|0|20130220|130635|NRM|.31|0|0|N||SMS
6651837338|8333141044|SA|LOC|0|20130220|142221|NRM|0|0|1|N||SMS
6651716117|6645400383|SA|LOC|0|20130220|142929|NRM|.88|0|1|N||SMS
3335074209|3332131190|SA|LOC|0|20130220|222012|NRM|.88|0|1|N||SMS
9059523043|9052167446|SA|LOC|2|20130220|185620|NRM|5.72|0|1|N||VOICE
0042293265|0042638921|SA|LOC|5|20130220|105724|NRM|0|5|1|N||VOICE
9772344583|9772423265|SA|LOC|1|20130220|214415|NRM|0|1|1|N||VOICE
7700369040|7702317255|SA|LOC|1|20130220|174442|NRM|0|1|1|N||VOICE
6640416480|6638340292|SA|LOC|5|20130220|191356|NRM|0|5|1|N||VOICE
7476472617|7472327109|SA|LOC|1|20130220|091118|NRM|.98|0|1|N||VOICE
6629458519|8822232142|SA|NAC|1|20130220|202757|NRM|0|1|1|N||VOICE
4592326414|6654905379|SA|NAC|4|20130220|115817|NRM|0|4|1|N||VOICE
7792705267|7792267857|SA|LOC|3|20130220|140505|NRM|12.48|0|0|N||VOICE
9392127432|9392163444|SA|LOC|1|20130220|140111|NRM|4.16|0|0|N||VOICE
9842137411|3332359682|SA|NAC|4|20130220|232506|NRM|0|4|1|N||VOICE
9297965105|5932148609|SA|NAC|5|20130220|191611|NRM|0|5|1|N||VOICE
6658018296|6656803898|SA|LOC|2|20130220|234511|NRM|5.2|0|1|N||VOICE
7352457420|7352548377|SA|LOC|1|20130220|052509|NRM|1.9|0|0|N||VOICE
4445877328|4421044527|SA|LOC|1|20130220|105514|NRM|0|1|1|N||VOICE
8582500614|8582176727|SA|LOC|2|20130220|103347|NRM|1.96|0|1|N||VOICE
4332119849|4332668375|SA|LOC|2|20130220|111012|NRM|0|2|1|N||VOICE
0622299295|0622410376|SA|LOC|2|20130220|110130|NRM|2.38|0|1|N||VOICE
8682263340|8682191367|SA|LOC|1|20130220|094528|NRM|.98|0|1|N||VOICE
8862244690|8832363367|SA|LOC|0|20130220|090219|NRM|0|0|1|N||SMS
